feature,age_slope,age_corr,volume_corr,outcome_corr,univar_auc,p_MW_corr
PD_WM_glcm_DifferenceEntropy,-0.0020474051984402876,-0.2491389323652623,-0.10135700045018972,-0.5159229206767276,0.8001543209876545,0.019928998083128452
PD_WM_glcm_DifferenceVariance,-0.013993967370690738,-0.24268347153052014,-0.07810791690783973,-0.5159229206767276,0.7974537037037038,0.019928998083128452
PD_WM_glcm_Id,0.0003656436447377147,0.24582266071449696,0.1164061997556113,0.5065668055349217,0.7646604938271604,0.02844803664397258
PD_WM_glcm_Idm,0.0004192176090298273,0.2501853287599213,0.1184642099170365,0.5025570419027192,0.7650462962962963,0.03307529281696829
PD_WM_glcm_Idmn,1.703400178079125e-05,0.2486237833709687,0.1010675927712393,0.5159229206767276,0.7692901234567902,0.019928998083128452
PD_WM_glcm_Idn,8.472341839329043e-05,0.25079706819064496,0.10489420541513925,0.5038936297801201,0.7654320987654321,0.03145859370711764
PD_WM_glcm_Imc1,0.00011183648517800269,-0.10565383904841151,-0.29066177889253336,-0.5185960964315294,0.8028549382716049,0.017982424856617683
PD_WM_glcm_Imc2,-0.000823221404223746,0.052818870321169914,0.27181812335198413,0.4637959934580945,0.7395833333333334,0.13420744886812114
PD_WM_glcm_InverseVariance,0.0003992786778102425,0.25050729688135476,0.11868930477844236,0.5052302176575209,0.7646604938271604,0.029917284727669143
PD_WM_glcm_JointAverage,-0.021941307537189467,-0.09886031168616412,-0.20374300598109207,-0.7738843810150916,0.9467592592592593,1.0225980820807601e-07
PD_WM_glcm_JointEnergy,4.30286725446349e-05,0.22600552284026348,-0.007042253521126761,0.43171788440047415,0.746141975308642,0.3961217011093645
PD_WM_glcm_JointEntropy,-0.006757468472144469,-0.2192763891023028,0.011319055887838448,-0.4544398783162886,0.7642746913580247,0.18534736253098488
PD_WM_glcm_MCC,-0.0009644987423484927,-0.05436431730405084,0.22753874847257063,0.7578453264862813,0.9085648148148149,2.4937512677026204e-07
PD_WM_glcm_MaximumProbability,0.00011028558276319094,0.23442498921575014,-0.004051707505305808,0.43171788440047415,0.75,0.3961217011093645
PD_WM_glcm_SumAverage,-0.04388261488780577,-0.09886031168616412,-0.20374300598109207,-0.7738843810150916,0.9467592592592593,1.0225980820807601e-07
PD_WM_glcm_SumEntropy,-0.004189384224041713,-0.17069139957798374,0.06974725062704998,-0.32479085420840625,0.6890432098765432,1.0
PD_WM_glcm_SumSquares,-0.06863441189239547,-0.2310926191589132,0.0455656312303042,-0.2699907512349715,0.65625,1.0
PD_WM_glrlm_GrayLevelNonUniformity,51.3330565778659,0.23878765726117449,0.5825776577271852,0.4236983571360691,0.7152777777777777,0.5136228584341881
PD_WM_glrlm_GrayLevelNonUniformityNormalized,0.0001792662829151719,0.19396969475762765,-0.019583252942311405,0.44374717529708185,0.7287808641975309,0.26612549622780113
PD_WM_glrlm_GrayLevelVariance,-0.0552489243785917,-0.21977543969052477,0.056820374300598116,-0.31810791482140205,0.683641975308642,1.0
PD_WM_glrlm_HighGrayLevelRunEmphasis,-0.935848207739787,-0.09576941772040225,-0.20145990095826102,-0.7658648537506864,0.9429012345679012,1.600477702416687e-07
PD_WM_glrlm_LongRunEmphasis,0.0007751336846161287,0.2599570612454288,0.15714836967007528,0.49721069039311583,0.7608024691358025,0.04036770898355465
PD_WM_glrlm_LongRunHighGrayLevelEmphasis,-0.932176665161534,-0.08031494789159302,-0.18994790661778896,-0.7377965083252684,0.9270833333333333,7.410962141213842e-07
PD_WM_glrlm_LongRunLowGrayLevelEmphasis,7.063049314549766e-06,0.1161178029950011,0.2153836259566532,0.796606374930906,0.9340277777777778,2.8050911599672115e-08
PD_WM_glrlm_LowGrayLevelRunEmphasis,3.791516116651916e-06,0.07975150367908436,0.2112354492250306,0.7845770840342984,0.9517746913580247,5.5884480164548326e-08
PD_WM_glrlm_RunEntropy,-0.002139006535137344,-0.16507305585896873,0.11000707440992992,-0.37157142991743597,0.7125771604938271,1.0
PD_WM_glrlm_RunLengthNonUniformity,-282.0685130913611,-0.018223395673137563,0.8346839025017687,-0.1336587877400849,0.5775462962962964,1.0
PD_WM_glrlm_RunLengthNonUniformityNormalized,-0.00026879656358389344,-0.2569144624978819,-0.15637661585954082,-0.5145863327993268,0.7916666666666667,0.020976104267412508
PD_WM_glrlm_RunPercentage,-0.00017374585881618695,-0.25609344378822646,-0.15997813364203486,-0.5052302176575209,0.7889660493827162,0.029917284727669143
PD_WM_glrlm_RunVariance,0.000300041218351337,0.260343422991149,0.14644028554890995,0.4811716358643056,0.7573302469135803,0.072538737931745
PD_WM_glrlm_ShortRunEmphasis,-0.0001266275638346387,-0.2589267632568415,-0.15595858254550135,-0.5132497449219259,0.7947530864197532,0.02207554265094828
PD_WM_glrlm_ShortRunHighGrayLevelEmphasis,-0.9206151627702569,-0.09813588341293868,-0.19866229339507366,-0.769874617382889,0.9440586419753086,1.280029541860021e-07
PD_WM_glrlm_ShortRunLowGrayLevelEmphasis,3.1917427220485126e-06,0.07244282732254333,0.21621969258473217,0.7752209688924923,0.9444444444444444,9.48619587599388e-08
PD_WM_glszm_GrayLevelNonUniformity,-3.482091723517197,-0.08797778918171092,0.4316354749501577,-0.35820555114342756,0.7091049382716049,1.0
PD_WM_glszm_GrayLevelNonUniformityNormalized,7.763447411971198e-05,0.19887970860948892,-0.09132420091324202,0.4811716358643056,0.775462962962963,0.072538737931745
PD_WM_glszm_GrayLevelVariance,-0.042819698028185804,-0.16557210644719067,0.15464016978583833,-0.3568689632660267,0.7037037037037037,1.0
PD_WM_glszm_HighGrayLevelZoneEmphasis,-0.6138254773312763,-0.07406876633578262,-0.19724741140909388,-0.7578453264862813,0.9367283950617282,2.4937512677026204e-07
PD_WM_glszm_LargeAreaEmphasis,349.56157570864264,0.2744778235220808,0.0888160010290051,0.3675616662852334,0.6716820987654322,1.0
PD_WM_glszm_LargeAreaHighGrayLevelEmphasis,142884.58841857195,0.24297324283981026,0.0682037430059811,0.14836125439149422,0.5459104938271605,1.0
PD_WM_glszm_LargeAreaLowGrayLevelEmphasis,0.8797672273073861,0.26312844724154905,0.09331789825712265,0.5359717388377404,0.7538580246913581,0.009110688703123157
PD_WM_glszm_LowGrayLevelZoneEmphasis,3.0120901703518986e-06,0.07831874553870516,0.23165476879542096,0.7672014416280873,0.939429012345679,1.4857999585793803e-07
PD_WM_glszm_SizeZoneNonUniformity,-74.11500087115371,-0.1539329588573687,0.28416618432053514,-0.5586937327535547,0.8229166666666666,0.003629837945702579
PD_WM_glszm_SizeZoneNonUniformityNormalized,0.00012995561926424875,-0.07791628538691325,-0.21679850794263303,-0.6241865387461965,0.8641975308641976,0.0002098644055140824
PD_WM_glszm_SmallAreaEmphasis,0.00010330399451434605,-0.07860851684799534,-0.2222650974339186,-0.628196302378399,0.86304012345679,0.00017457671699609072
PD_WM_glszm_SmallAreaHighGrayLevelEmphasis,-0.2977111803463306,-0.07160571020681615,-0.2125538619846936,-0.7605185022410831,0.9374999999999999,2.1521255337617877e-07
PD_WM_glszm_SmallAreaLowGrayLevelEmphasis,2.11602541718052e-06,0.07675720014975256,0.23165476879542096,0.7565087386088806,0.9375,2.683892089713059e-07
PD_WM_glszm_ZoneEntropy,-0.0023464075574177053,-0.058131344324823093,0.2512380217377324,-0.08821479990845603,0.5489969135802469,1.0
PD_WM_glszm_ZonePercentage,-0.0003921437070141616,-0.2508614618149317,-0.1766351533860699,-0.557357144876154,0.8236882716049383,0.0038354934836373504
PD_WM_glszm_ZoneVariance,349.5157869863182,0.2744778235220808,0.0888160010290051,0.3675616662852334,0.6716820987654322,1.0
PD_WM_gldm_DependenceEntropy,-0.001972399271206991,-0.08474200956130401,0.3236220978841084,-0.06682939387004246,0.5393518518518519,1.0
PD_WM_gldm_DependenceNonUniformity,-133.45135367072854,-0.11648806633464966,0.46044761721011,-0.3675616662852334,0.7079475308641975,1.0
PD_WM_gldm_DependenceNonUniformityNormalized,-0.0002553466202621042,-0.2666057029530311,-0.12878641713293462,-0.46112281770329283,0.7662037037037037,0.14726463444146023
PD_WM_gldm_DependenceVariance,0.012297055825221694,0.2601341437122172,0.10148562608527882,0.42503494501346994,0.7218364197530864,0.49200768360319613
PD_WM_gldm_GrayLevelNonUniformity,70.89738550954613,0.23144678409249006,0.5436040902951959,0.4357276480326767,0.722608024691358,0.34731011010697505
