feature,age_slope,age_corr,volume_corr,outcome_corr,univar_auc,p_MW_corr
R1_WM_glcm_JointEnergy,2.1626419810765574e-05,0.07128374208538261,0.3198276416489807,0.5079033934123225,0.7631172839506173,0.027047658021614275
R1_WM_glcm_JointEntropy,-0.005056661341983188,-0.07733674276833291,-0.2969644350118979,-0.4664691692128963,0.7689043209876544,0.1222489434780443
R1_WM_glcm_MCC,0.00022253016261468704,0.02483984056859652,0.12534568139430188,0.6562646478038168,0.8526234567901234,4.6648993794041124e-05
R1_WM_glcm_MaximumProbability,6.0830886183022104e-05,0.07970320846086933,0.2740369155572706,0.47181552072249966,0.748070987654321,0.10128677417489752
R1_WM_glcm_SumAverage,0.0841987522143189,-0.022956327058210393,-0.026111003923081876,0.6910159326162388,0.8695987654320987,8.44314505243461e-06
R1_WM_glcm_SumEntropy,-0.002600662963816249,0.00859654884227514,-0.29918322721718443,-0.44241058741968103,0.753858024691358,0.27828436959931724
R1_WM_glcm_SumSquares,-0.08840813649373917,-0.020332286868527154,-0.3375779792912728,-0.27801027849937654,0.6585648148148149,1.0
R1_WM_glrlm_GrayLevelNonUniformity,35.19210659869291,0.08356682591807164,0.7436491092674772,0.46112281770329283,0.7380401234567902,0.14726463444146023
R1_WM_glrlm_GrayLevelNonUniformityNormalized,0.00010965813051955034,0.06440972269277684,0.34169399961412317,0.5453278539795463,0.7854938271604939,0.006263822642593087
R1_WM_glrlm_GrayLevelVariance,-0.09661980377563117,-0.04164657650742657,-0.3212425236349605,-0.31543473906660036,0.6820987654320988,1.0
R1_WM_glrlm_HighGrayLevelRunEmphasis,1.519447689445243,-0.028478080340795364,-0.026721975689754974,0.6936891083710405,0.8722993827160493,7.377327205944862e-06
R1_WM_glrlm_LongRunEmphasis,0.0008823313265598488,0.14012052644787046,0.29503505048556183,0.40765930260725897,0.7075617283950617,0.8524315103658191
R1_WM_glrlm_LongRunHighGrayLevelEmphasis,2.709468242028155,0.004217782390779189,0.035114798379317004,0.7364599204478678,0.898148148148148,7.961199014884897e-07
R1_WM_glrlm_LongRunLowGrayLevelEmphasis,-2.5949783337341822e-05,0.06331503107990286,0.06080776898835939,-0.5921084296885761,0.841820987654321,0.0008795530694324186
R1_WM_glrlm_LowGrayLevelRunEmphasis,-2.010951998526245e-05,0.04829521821502888,0.004469740819345296,-0.6402255932750066,0.8726851851851851,9.98256793772863e-05
R1_WM_glrlm_RunEntropy,-0.0018903233874188632,0.003332370056836993,-0.2631358929834716,-0.43038129652307333,0.7488425925925926,0.4137723434753712
R1_WM_glrlm_RunLengthNonUniformity,-361.918828888186,0.06862750508355603,0.8558428194739213,-0.020048818161012734,0.5158179012345679,1.0
R1_WM_glrlm_RunLengthNonUniformityNormalized,-0.00032033279106945126,-0.13876826033784964,-0.2962248376101357,-0.41968859350386656,0.7418981481481481,0.5839149394082814
R1_WM_glrlm_RunPercentage,-0.0002052412085928187,-0.1380599304706959,-0.2923982249662358,-0.415678829871664,0.7407407407407407,0.6631120676563083
R1_WM_glrlm_RunVariance,0.00034756984281978656,0.1462057239429641,0.2936523249083543,0.4049861268524572,0.7044753086419753,0.9259808553741076
R1_WM_glrlm_ShortRunEmphasis,-0.00014643047926251405,-0.1375286830703306,-0.2942311402662551,-0.4183520056264657,0.7449845679012346,0.6092759066398897
R1_WM_glrlm_ShortRunHighGrayLevelEmphasis,1.2989942735829154,-0.027512175976494784,-0.045887195318026895,0.6803232295970321,0.8653549382716049,1.4413776789965754e-05
R1_WM_glrlm_ShortRunLowGrayLevelEmphasis,-1.8898530137806505e-05,0.03833030485666125,-0.008135571419383885,-0.6535914720490151,0.8777006172839505,5.3020560838218454e-05
R1_WM_glszm_GrayLevelNonUniformity,-2.5054490002251675,-0.027045322200416173,0.4585825455013185,-0.1336587877400849,0.5729166666666666,1.0
R1_WM_glszm_GrayLevelNonUniformityNormalized,0.00012060936545064712,0.15193675650448085,0.17287285355971446,0.5145863327993268,0.7689043209876543,0.020976104267412508
R1_WM_glszm_GrayLevelVariance,-0.1557869188684318,-0.06468339559599534,-0.2233262589234035,-0.38894707232364706,0.7241512345679012,1.0
R1_WM_glszm_HighGrayLevelZoneEmphasis,0.9704075773583933,-0.022569965312490163,-0.003955238278989003,0.6963622841258423,0.875,6.442865118012543e-06
R1_WM_glszm_LargeAreaEmphasis,59.114173082240946,0.07390778227506586,0.32487619782622684,0.3074152118021953,0.6458333333333334,1.0
R1_WM_glszm_LargeAreaHighGrayLevelEmphasis,72722.62452041154,0.07934904352729244,0.2867386970223166,0.42503494501346994,0.7303240740740741,0.49200768360319613
R1_WM_glszm_LargeAreaLowGrayLevelEmphasis,-0.30023467835446443,0.07773920292012482,0.3578686732265741,0.1617271331655027,0.5964506172839505,1.0
R1_WM_glszm_LowGrayLevelZoneEmphasis,-2.4278524283718606e-05,0.06447411631706355,0.011865714836967007,-0.6415621811524075,0.875,9.375691433760579e-05
R1_WM_glszm_SizeZoneNonUniformity,-178.7131705082923,-0.10657144819449707,0.08019808347803718,-0.5092399812897235,0.7943672839506173,0.025713089961349963
R1_WM_glszm_SizeZoneNonUniformityNormalized,-0.00014911220998470307,-0.26824774037234206,-0.16557334876840957,-0.5867620781789726,0.8375771604938271,0.001109166560658993
R1_WM_glszm_SmallAreaEmphasis,-0.00012189444109835989,-0.26902046386378253,-0.16898192809827003,-0.5907718418111753,0.8410493827160495,0.0009322354704022917
R1_WM_glszm_SmallAreaHighGrayLevelEmphasis,0.5135123272179254,-0.03973086618489709,-0.02032285034407358,0.6602744114360194,0.8503086419753085,3.846249883303468e-05
R1_WM_glszm_SmallAreaLowGrayLevelEmphasis,-1.740626619213078e-05,0.022392882845701723,-0.017718181233519842,-0.7043818113902474,0.9093364197530864,4.278877368718327e-06
R1_WM_glszm_ZoneEntropy,-0.002579126194254379,0.11600511415249937,-0.08633995755354043,-0.029404933302818678,0.5146604938271605,1.0
R1_WM_glszm_ZonePercentage,-0.0005831303118171728,-0.165008662234682,-0.33908933050356943,-0.4637959934580945,0.7681327160493827,0.13420744886812114
R1_WM_glszm_ZoneVariance,59.10254591368413,0.07390778227506586,0.32487619782622684,0.3074152118021953,0.6458333333333334,1.0
R1_WM_gldm_DependenceEntropy,5.954749975689867e-05,0.1497473732787329,0.007878320149205737,-0.1831125392039163,0.6084104938271605,1.0
R1_WM_gldm_DependenceNonUniformity,-194.7235665292015,0.014343679809863579,0.35246639655283307,-0.25395169670616125,0.6450617283950618,1.0
R1_WM_gldm_DependenceNonUniformityNormalized,-0.0003432972354735216,-0.13142738716916524,-0.2787960640555663,-0.3742446056722377,0.716820987654321,1.0
R1_WM_gldm_DependenceVariance,0.017128145486702925,0.1505522935823167,0.2542285677535533,0.32479085420840625,0.6608796296296297,1.0
R1_WM_gldm_GrayLevelNonUniformity,49.11182295012238,0.0911974703960462,0.7275387484725707,0.4798350479869048,0.7476851851851851,0.07610959559996275
R1_WM_gldm_GrayLevelVariance,-0.09543254515303026,-0.033967636811236976,-0.32481188500868224,-0.31276156331179866,0.6844135802469136,1.0
R1_WM_gldm_HighGrayLevelEmphasis,1.5528635019552832,-0.02880004846222889,-0.029648208888031387,0.6923525204936397,0.8726851851851852,7.892752714562378e-06
R1_WM_gldm_LargeDependenceEmphasis,0.05063835029367654,0.14197184314611322,0.28728535597144517,0.3929568359558495,0.6983024691358024,1.0
R1_WM_gldm_LargeDependenceHighGrayLevelEmphasis,62.22228593578927,0.07152521817645777,0.09801273393787384,0.7498257992218762,0.9054783950617284,3.86826553767814e-07
R1_WM_gldm_LargeDependenceLowGrayLevelEmphasis,-0.0002670568728219887,0.10950135809954215,0.29355585568203746,-0.26063463609316556,0.6520061728395062,1.0
R1_WM_gldm_LowGrayLevelEmphasis,-1.9953798228422024e-05,0.0482791198089572,0.007878320149205737,-0.6388890053976057,0.8695987654320988,0.00010627417606296674
R1_WM_gldm_SmallDependenceEmphasis,-0.0004983518839365675,-0.1658135825382658,-0.3321435462087594,-0.5012204540253183,0.7893518518518517,0.03477085454378692
R1_WM_gldm_SmallDependenceHighGrayLevelEmphasis,-0.0023951661762674045,-0.08643234219883,-0.1905267219756898,0.43171788440047415,0.7210648148148148,0.3961217011093645
R1_WM_gldm_SmallDependenceLowGrayLevelEmphasis,-6.700003034505362e-06,-0.05046850303470518,-0.11759598688018524,-0.7471526234670746,0.9297839506172839,4.473419310176042e-07
R1_WM_ngtdm_Busyness,-0.10723228643136049,-0.009433665958002308,0.34124380989131137,-0.6442353569072091,0.8726851851851851,8.267322044943823e-05
R1_WM_ngtdm_Coarseness,4.938107348824758e-10,-0.007391902408419398,-0.8014733631910124,-0.018050612672704937,0.5111882716049383,1.0
R1_WM_ngtdm_Complexity,-6.179134332188783,-0.13897753961678144,-0.2568010804553348,-0.557357144876154,0.8206018518518519,0.0038354934836373504
R1_WM_ngtdm_Contrast,-0.00023497674966098546,-0.08973251544352366,-0.33342980255965016,-0.42102518138126743,0.7407407407407407,0.5595426304267321
R1_WM_ngtdm_Strength,-5.570395062916137e-05,0.05046850303470518,-0.2765772718502798,0.34483967236941904,0.670138888888889,1.0
R2s_WM_firstorder_10Percentile,0.0772442604288733,0.21890612576265425,0.01244453019486784,-0.5947816054433778,0.8441358024691359,0.0007826634779589045
R2s_WM_firstorder_90Percentile,0.04776846421816703,0.36454840549310963,0.27043539777477654,-0.4584496419484912,0.7627314814814815,0.16151420960525306
R2s_WM_firstorder_Energy,1051806.5884151494,0.2856501173358242,0.6361823911505564,-0.34884943600162155,0.7021604938271605,1.0
R2s_WM_firstorder_Entropy,-0.00764114379026094,-0.18540534272749584,0.14248504726992092,0.46513258133549545,0.7681327160493827,0.12809644629731856
R2s_WM_firstorder_InterquartileRange,-0.015870343972689476,-0.007807726944763001,0.23818251977619143,0.36221531477563,0.6840277777777778,1.0
R2s_WM_firstorder_Kurtosis,0.04168953702600055,0.3962944622664553,-0.11891439963984825,-0.13232219986268406,0.5787037037037037,1.0
R2s_WM_firstorder_Maximum,0.14339918332813062,0.34093204378596054,0.12354492250305489,-0.070839157502245,0.45717592592592593,1.0
R2s_WM_firstorder_MeanAbsoluteDeviation,-0.008250542760867672,0.0469912473232231,0.2399511222586662,0.398303187465453,0.7002314814814815,1.0
R2s_WM_firstorder_Mean,0.061951703177326664,0.29575991634883686,0.12933307608206318,-0.5921084296885761,0.8379629629629629,0.0008795530694324186
R2s_WM_firstorder_Median,0.06017648358941546,0.324495571186779,0.14306386262782175,-0.5600303206309557,0.82445987654321,0.0034347895266962354
R2s_WM_firstorder_Minimum,0.021970577285509593,0.11613390140107277,0.09158145218342018,-0.4851813994965082,0.7523148148148148,0.06275470946036421
R2s_WM_firstorder_Range,0.12142860596252096,0.31673613946023105,0.12354492250305489,-0.03475128481242207,0.48186728395061723,1.0
R2s_WM_firstorder_RobustMeanAbsoluteDeviation,-0.006464822684406339,-0.0014327581403791902,0.24120522220078466,0.3675616662852334,0.6863425925925926,1.0
R2s_WM_firstorder_RootMeanSquared,0.05957404740705851,0.32583173889072814,0.15390057238407617,-0.5774059630371667,0.8279320987654321,0.00165665768111756
R2s_WM_firstorder_Skewness,0.009131121901145744,0.10565383904841151,-0.16557334876840957,-0.637552417520205,0.8680555555555555,0.0001131252957317272
R2s_WM_firstorder_TotalEnergy,1051806.5884151494,0.2856501173358242,0.6361823911505564,-0.34884943600162155,0.7021604938271605,1.0
R2s_WM_firstorder_Uniformity,0.00046847906510114165,0.2052224806017294,-0.14229210881728732,-0.42503494501346994,0.7492283950617284,0.49200768360319613
R2s_WM_firstorder_Variance,-0.06839536612329414,0.08941054732209013,0.21959611550582034,0.398303187465453,0.7056327160493827,1.0
R2s_WM_glcm_Autocorrelation,-0.5462099690889856,-0.14430611202650628,-0.03273522413016915,-0.23122970279034685,0.6319444444444444,1.0
R2s_WM_glcm_ClusterProminence,-81.08015340744255,-0.017321884933123692,0.09704804167470579,0.4878545752513099,0.7816358024691359,0.056942201824316856
R2s_WM_glcm_ClusterShade,0.0885132769351986,-0.046862460074649684,-0.10791690783973246,-0.6268597145009981,0.8618827160493827,0.00018564813057195013
R2s_WM_glcm_ClusterTendency,-0.38557326630337907,-0.13002682584092942,0.13824040131198148,0.45577646619368944,0.7631172839506173,0.17705717655769243
R2s_WM_glcm_Contrast,-0.1599768336740798,-0.22941838492745883,0.06743198919544667,0.495874102515715,0.7885802469135803,0.04241651281609747
R2s_WM_glcm_Correlation,0.001638718042273267,0.36828323570173854,0.04633738504083865,-0.24860534519655791,0.6419753086419753,1.0
R2s_WM_glcm_DifferenceAverage,-0.018911353320373164,-0.22825929969029812,0.06338028169014086,0.4905277510061116,0.7854938271604939,0.05164303163620124
R2s_WM_glcm_DifferenceEntropy,-0.009041275961840982,-0.22819490606601148,0.06785002250948616,0.495874102515715,0.7866512345679012,0.04241651281609747
R2s_WM_glcm_DifferenceVariance,-0.05904080847751245,-0.22289853046842995,0.07010097112354492,0.5025570419027192,0.7905092592592593,0.03307529281696829
R2s_WM_glcm_Id,0.0015712435422246573,0.23368446253645309,-0.0659849508006946,-0.4905277510061116,0.7816358024691358,0.05164303163620124
R2s_WM_glcm_Idm,0.0018532498025831646,0.23257367251750743,-0.06723905074281306,-0.4891911631287107,0.785108024691358,0.05423121137051849
R2s_WM_glcm_Idmn,6.182863941581898e-05,0.22753487141707274,-0.06701395588140718,-0.495874102515715,0.7889660493827161,0.04241651281609747
R2s_WM_glcm_Idn,0.0003236872575849792,0.22819490606601148,-0.06405556627435849,-0.4905277510061116,0.7847222222222222,0.05164303163620124
R2s_WM_glcm_Imc1,-0.0006645204138594504,-0.3517179758539836,-0.04534053636889833,0.32746402996320795,0.6882716049382716,1.0
R2s_WM_glcm_Imc2,0.0016188231333442514,0.356322119990483,0.07559971702360282,-0.23657605429995024,0.6342592592592592,1.0
R2s_WM_glcm_InverseVariance,0.001692036119845051,0.23101212712855482,-0.07116213261302978,-0.49186433888351244,0.783179012345679,0.049172412554408323
R2s_WM_glcm_JointAverage,-0.011664152790772663,-0.15161478838304734,-0.03617595986880186,-0.2405858179321528,0.6358024691358024,1.0
R2s_WM_glcm_JointEnergy,0.00011371077177244792,0.21840707517443228,-0.1064698694449804,-0.4691423449676979,0.7623456790123456,0.11130222629643458
R2s_WM_glcm_JointEntropy,-0.017426108254770593,-0.20433706826778716,0.11563444594507687,0.495874102515715,0.7843364197530863,0.04241651281609747
R2s_WM_glcm_MCC,0.001605069466469481,0.283122667582571,-0.027654511544150752,-0.12831243623048147,0.5756172839506173,1.0
R2s_WM_glcm_MaximumProbability,0.0002664852316611997,0.2182460911137155,-0.10248247475721914,-0.45577646619368944,0.7646604938271605,0.17705717655769243
R2s_WM_glcm_SumAverage,-0.02332830548339755,-0.15161478838304734,-0.03617595986880186,-0.2405858179321528,0.6358024691358024,1.0
R2s_WM_glcm_SumEntropy,-0.007010651773727251,-0.1683249338854473,0.14782301112611745,0.451766702561487,0.7619598765432098,0.20303699501107067
R2s_WM_glcm_SumSquares,-0.13638752499720608,-0.16149920971105658,0.12778956846099432,0.48250822374170643,0.7754629629629628,0.06912704847242693
R2s_WM_glrlm_GrayLevelNonUniformity,124.7835459397499,0.23299223107537098,0.43581580809055254,-0.27934686637677736,0.662037037037037,1.0
R2s_WM_glrlm_GrayLevelNonUniformityNormalized,0.00044113046949887063,0.20548005509887618,-0.14618303427873178,-0.42503494501346994,0.7511574074074074,0.49200768360319613
R2s_WM_glrlm_GrayLevelVariance,-0.1359493924233878,-0.16157970174141495,0.13688983214354622,0.4664691692128963,0.7727623456790124,0.1222489434780443
R2s_WM_glrlm_HighGrayLevelRunEmphasis,-0.6166186583924798,-0.14589985422760224,-0.03746221621969259,-0.22454676340334262,0.628858024691358,1.0
R2s_WM_glrlm_LongRunEmphasis,0.003941755782825616,0.2320263267110704,-0.02887645507749695,-0.4744886964773013,0.779320987654321,0.09212800976997701
R2s_WM_glrlm_LongRunHighGrayLevelEmphasis,1.1167744299208326,-0.052432508575449684,-0.05235063348125282,-0.3769177814270394,0.7156635802469136,1.0
R2s_WM_glrlm_LongRunLowGrayLevelEmphasis,9.474035718123603e-06,0.243037636464097,0.06550260466911056,0.32078109057620374,0.683641975308642,1.0
R2s_WM_glrlm_LowGrayLevelRunEmphasis,2.0459244495160367e-07,0.14065177384823577,0.07820438613415656,0.42236176925866825,0.7415123456790123,0.5361234090075107
R2s_WM_glrlm_RunEntropy,-0.004018844179112558,-0.13699743566996525,0.20425750852144836,0.4290447086456725,0.7492283950617283,0.4321576270498995
R2s_WM_glrlm_RunLengthNonUniformity,-890.5044800152494,-0.054460907740480895,0.7364139172937167,0.3782543693044403,0.7199074074074074,1.0
R2s_WM_glrlm_RunLengthNonUniformityNormalized,-0.0013091633662284656,-0.2369846357811467,0.029133706347675096,0.47849846010950386,0.7750771604938271,0.07984657325546701
R2s_WM_glrlm_RunPercentage,-0.000843359885553611,-0.23635679794435133,0.027461573091517148,0.4744886964773013,0.7750771604938271,0.09212800976997701
R2s_WM_glrlm_RunVariance,0.0014966109134321628,0.2330727231057294,-0.02714000900379446,-0.4691423449676979,0.775462962962963,0.11130222629643458
R2s_WM_glrlm_ShortRunEmphasis,-0.0006362612724811827,-0.2369846357811467,0.02771882436169529,0.47716187223210305,0.7762345679012346,0.08375690296248135
R2s_WM_glrlm_ShortRunHighGrayLevelEmphasis,-0.8897645273018517,-0.1773078444734427,-0.03939160074602869,-0.17910277557171378,0.6053240740740741,1.0
R2s_WM_glrlm_ShortRunLowGrayLevelEmphasis,-1.3041209810714505e-06,0.1207380455375722,0.0817094346903338,0.44374717529708185,0.7561728395061729,0.26612549622780113
R2s_WM_glszm_GrayLevelNonUniformity,-35.050745353020986,-0.1936638250422658,0.37131005209338225,0.47849846010950386,0.7735339506172839,0.07984657325546701
R2s_WM_glszm_GrayLevelNonUniformityNormalized,0.00017394520319927924,0.16726243908471666,-0.1786288507299505,-0.4397374116648793,0.7523148148148149,0.3041843225737406
R2s_WM_glszm_GrayLevelVariance,-0.11424526682287821,-0.11090191942777798,0.18946556048620491,0.49988386614791747,0.7862654320987654,0.03654890026994685
R2s_WM_glszm_HighGrayLevelZoneEmphasis,-0.41351031697378465,-0.1385911778710612,-0.0305485883336549,-0.26598098760276895,0.6539351851851851,1.0
R2s_WM_glszm_LargeAreaEmphasis,1028.2102326281274,0.22845248056315826,0.004534053636889832,-0.47716187223210305,0.2766203703703704,0.08375690296248135
R2s_WM_glszm_LargeAreaHighGrayLevelEmphasis,457141.9383554466,0.19332575851476058,0.006495594571998201,-0.4891911631287107,0.771604938271605,0.05423121137051849
R2s_WM_glszm_LargeAreaLowGrayLevelEmphasis,2.430882958637539,0.2512800203727953,-0.007363817608849445,-0.459786229825892,0.5138888888888888,0.15423423737064182
R2s_WM_glszm_LowGrayLevelZoneEmphasis,-1.287762326078855e-06,0.1369008452335352,0.07778635282011706,0.4678057570902971,0.7712191358024691,0.11665428824793643
R2s_WM_glszm_SizeZoneNonUniformity,-376.19960706589484,-0.1997651209434311,0.32423306965078147,0.47181552072249966,0.7712191358024691,0.10128677417489752
R2s_WM_glszm_SizeZoneNonUniformityNormalized,-0.0001891980038788464,-0.17346032542231207,-0.139140780757605,0.058809866605637355,0.5347222222222222,1.0
R2s_WM_glszm_SmallAreaEmphasis,-0.00015945121035825508,-0.17656731779414556,-0.133867129718953,0.0601464544830382,0.5362654320987654,1.0
R2s_WM_glszm_SmallAreaHighGrayLevelEmphasis,-0.3840362961564638,-0.139895148762867,-0.04640169785838318,-0.2579614603383638,0.6469907407407407,1.0
R2s_WM_glszm_SmallAreaLowGrayLevelEmphasis,-1.7169291880523407e-06,0.12374844747297566,0.07810791690783973,0.4758252843547022,0.7789351851851852,0.08784810727610723
R2s_WM_glszm_ZoneEntropy,-0.0025326936521577136,-0.0649892653113572,0.23207280210946044,0.4624594055806937,0.7635030864197532,0.14059301501460272
R2s_WM_glszm_ZonePercentage,-0.0020562493574473335,-0.23651778200506812,0.019679722168628212,0.4758252843547022,0.773533950617284,0.08784810727610723
R2s_WM_glszm_ZoneVariance,1027.724856838542,0.22845248056315826,0.004534053636889832,-0.47716187223210305,0.2766203703703704,0.08375690296248135
R2s_WM_gldm_DependenceEntropy,0.00042813127205137155,0.18851233509932938,0.2943276094925719,0.061483042360439055,0.46566358024691357,1.0
R2s_WM_gldm_DependenceNonUniformity,-380.9804115649966,-0.16658630602970628,0.4476493665187472,0.4637959934580945,0.7689043209876545,0.13420744886812114
R2s_WM_gldm_DependenceNonUniformityNormalized,-0.0008461988590618115,-0.23801493376973398,0.03041996269856583,0.4758252843547022,0.7758487654320988,0.08784810727610723
R2s_WM_gldm_DependenceVariance,0.051346675543166236,0.2168455297854797,-0.0344073573863271,-0.4731521085999005,0.7762345679012346,0.09660474589463786
R2s_WM_gldm_GrayLevelNonUniformity,184.15885280417965,0.24458308344697793,0.3444594507685382,-0.33147379359541057,0.6867283950617284,1.0
R2s_WM_gldm_GrayLevelVariance,-0.13660748750377388,-0.1610001591228346,0.1323557785066564,0.4678057570902971,0.7704475308641975,0.11665428824793643
R2s_WM_gldm_HighGrayLevelEmphasis,-0.6372967085989626,-0.14849169760514214,-0.03720496494951444,-0.22053699977114008,0.6242283950617284,1.0
R2s_WM_gldm_LargeDependenceEmphasis,0.2244012519581002,0.23281514860858255,-0.027397260273972605,-0.47047893284509884,0.7800925925925926,0.1061828877544765
R2s_WM_gldm_LargeDependenceHighGrayLevelEmphasis,99.73678386647158,0.0702856409089387,-0.023827898900250825,-0.5119131570445251,0.7959104938271605,0.0232297822781788
R2s_WM_gldm_LargeDependenceLowGrayLevelEmphasis,0.0005255540842906779,0.38824525923061715,-0.0097433918579973,-0.058809866605637355,0.4625771604938272,1.0
R2s_WM_gldm_LowGrayLevelEmphasis,3.329640260158795e-07,0.13889704758642304,0.07350955045340538,0.4170154177490648,0.7388117283950617,0.6356622898586153
R2s_WM_gldm_SmallDependenceEmphasis,-0.0016689612674407298,-0.2343444971853918,0.017460929963341698,0.46513258133549545,0.7727623456790125,0.12809644629731856
R2s_WM_gldm_SmallDependenceHighGrayLevelEmphasis,-1.0353634767972408,-0.31198710966908655,0.040838639140780765,0.20048818161012735,0.6184413580246912,1.0
R2s_WM_gldm_SmallDependenceLowGrayLevelEmphasis,-4.193395524488411e-06,-0.03617311844305663,0.06575985593928872,0.5840889024241709,0.8082561728395061,0.0012446424719888814
R2s_WM_ngtdm_Busyness,-0.08896808252002142,0.05623173240836529,0.5117692456106503,0.47716187223210305,0.746141975308642,0.08375690296248135
R2s_WM_ngtdm_Coarseness,3.477092810832093e-08,0.011192441925756967,-0.840052488923403,-0.32089719922372406,0.6851851851851851,1.0
R2s_WM_ngtdm_Complexity,-13.20318810991769,-0.1745228202230427,0.08277059617981866,0.5185960964315294,0.8009259259259258,0.017982424856617683
R2s_WM_ngtdm_Contrast,-0.0003819747330351708,-0.20398290333421032,0.0985593928870024,0.4891911631287107,0.7808641975308642,0.05423121137051849
R2s_WM_ngtdm_Strength,0.000244300926127961,0.28291338830363916,-0.4498360023152615,-0.37157142991743597,0.714891975308642,1.0
T1w_NAWM_firstorder_10Percentile,0.0035070906409816866,0.3177020438245316,-0.12637468647501449,-0.29271274515078594,0.6705246913580247,1.0
T1w_NAWM_firstorder_90Percentile,-0.0007401876244428717,0.053559397000467024,-0.01955109653353914,0.47181552072249966,0.7739197530864197,0.10128677417489752
T1w_NAWM_firstorder_Energy,468.4364500166314,0.2656880938069456,0.6504598366454436,0.28068345425417823,0.6350308641975309,1.0
T1w_NAWM_firstorder_Entropy,-0.006640282834678345,-0.27043712359809,-0.010901022573798961,0.09890750292766282,0.5551697530864197,1.0
T1w_NAWM_firstorder_InterquartileRange,-0.002307158035641366,-0.15298315289913977,0.02392436812656763,0.5185960964315294,0.7654320987654322,0.017982424856617683
T1w_NAWM_firstorder_Kurtosis,0.06275026039849764,0.2464022033330773,0.0577529101549939,0.006682939387004245,0.5011574074074074,1.0
T1w_NAWM_firstorder_Maximum,-0.014172086400355133,-0.13701353407603695,0.05665959225673677,0.41968859350386656,0.71875,0.5839149394082814
T1w_NAWM_firstorder_MeanAbsoluteDeviation,-0.0012657322435689474,-0.14963468443623115,0.033635603575792664,0.5266156236959345,0.7735339506172838,0.013172498439600977
T1w_NAWM_firstorder_Mean,0.0013679658209488283,0.32892263285649004,-0.12106887902759023,0.2673175754801698,0.6566358024691358,1.0
T1w_NAWM_firstorder_Median,0.0015339606145768812,0.3732737415839582,-0.10103543636246706,0.38761048444624613,0.7322530864197531,1.0
T1w_NAWM_firstorder_Minimum,-0.009182901058515321,-0.2074923558578357,-0.0033764229210881736,-0.2673175754801698,0.6535493827160493,1.0
T1w_NAWM_firstorder_Range,-0.004989185341051781,0.09992280648689474,0.014920573670332499,0.3902836602010479,0.6948302469135803,1.0
T1w_NAWM_firstorder_RobustMeanAbsoluteDeviation,-0.0009529892189602865,-0.15436761582130398,0.021609106694964308,0.5105765691671242,0.7673611111111112,0.024441401015175154
T1w_NAWM_firstorder_RootMeanSquared,0.0007694082095087914,0.2553529171089293,-0.11277252556434499,0.4384008237874784,0.7260802469135802,0.31796735655506936
T1w_NAWM_firstorder_Skewness,-0.01273238310573692,-0.21489762265080684,-0.08489291915878837,-0.25395169670616125,0.6454475308641975,1.0
T1w_NAWM_firstorder_TotalEnergy,468.4364500166314,0.2656880938069456,0.6504598366454436,0.28068345425417823,0.6350308641975309,1.0
T1w_NAWM_firstorder_Uniformity,0.00041865955916261995,0.2539201589685502,0.016785645379124064,-0.07484892113444754,0.5435956790123457,1.0
T1w_NAWM_firstorder_Variance,-0.0008726312638586833,-0.12038388060399531,0.03559714451090103,0.5185960964315294,0.7685185185185185,0.017982424856617683
T1w_NAWM_glcm_Autocorrelation,9.395639029820547,0.28360561976472126,-0.06910412245160462,-0.03207810905762037,0.5192901234567902,1.0
T1w_NAWM_glcm_ClusterProminence,-82.67736711544944,-0.2532440259135397,0.014920573670332499,0.03341469693502123,0.4783950617283951,1.0
T1w_NAWM_glcm_ClusterShade,-2.1586814510538224,-0.2081362921007028,-0.02157695028619204,-0.3862738965688453,0.7195216049382717,1.0
T1w_NAWM_glcm_ClusterTendency,-0.3972223908585151,-0.2667505886076762,-0.014534696765065282,0.0654928059926416,0.5374228395061729,1.0
T1w_NAWM_glcm_Contrast,-0.09306256955769923,-0.24395524561018253,-0.02501768602482475,0.2272199391581443,0.6277006172839507,1.0
T1w_NAWM_glcm_Correlation,-0.000511615029986853,-0.06977049191464504,0.15811306193324332,-0.3782543693044403,0.7164351851851851,1.0
T1w_NAWM_glcm_DifferenceAverage,-0.01223459829612784,-0.2171353010947698,-0.010643771303620814,0.23390287854514855,0.6354166666666666,1.0
T1w_NAWM_glcm_DifferenceEntropy,-0.005980005071758684,-0.23172045699570856,-0.007267348382532641,0.23924923005475193,0.6392746913580246,1.0
T1w_NAWM_glcm_DifferenceVariance,-0.02993145040958658,-0.25156979168208543,-0.03437520097755483,0.20048818161012735,0.6118827160493827,1.0
T1w_NAWM_glcm_Id,0.001112046938874929,0.22629529414955366,0.008071258601839347,-0.2258833512807435,0.6292438271604939,1.0
T1w_NAWM_glcm_Idm,0.0013293635035027285,0.2253937834095398,0.007138722747443567,-0.22454676340334262,0.6315586419753085,1.0
T1w_NAWM_glcm_Idmn,3.6648791151313094e-05,0.24216832253622644,0.02067657084056853,-0.23122970279034685,0.6315586419753086,1.0
T1w_NAWM_glcm_Idn,0.0002121382651942691,0.21971104606623806,0.010547302077304008,-0.23657605429995024,0.6350308641975309,1.0
T1w_NAWM_glcm_Imc1,-0.00013718987719208456,-0.041050935482774546,-0.11418740755032479,0.42236176925866825,0.7453703703703705,0.5361234090075107
